CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12028144-101002214114,"1519 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940290000004,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:33:17,2016-06-10 14:33:17,2016-06-08 16:09:43,-1.93,Flooding-101002214114,3160474.0165,13938558.19261,30.02255401,-95.23280057,Voice In
12028145-101002214123,"1522 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000006,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:34:41,2016-06-10 14:34:41,2016-06-08 16:04:44,-1.94,Flooding-101002214123,3160571.55535,13938238.89403,30.02166783,-95.23252501,Voice In
12028147-101002214132,"1617 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940290000002,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:36:50,2016-06-10 14:36:50,2016-06-08 15:59:45,-1.94,Flooding-101002214132,3160652.6067,13938610.4028,30.02268169,-95.23223122,Voice In
12028151-101002214140,"1614 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000010,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:38:21,2016-06-10 14:38:21,2016-06-08 15:59:46,-1.94,Flooding-101002214140,3160772.29675,13938376.71364,30.02202883,-95.23187699,Voice In
12028153-101002214149,"1618 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000011,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:39:36,2016-06-10 14:39:36,2016-06-08 15:59:46,-1.94,Flooding-101002214149,3160844.68965,13938411.86153,30.02211901,-95.23164477,Voice In
12028155-101002214156,"1622 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000012,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:40:46,2016-06-10 14:40:45,2016-06-08 16:09:43,-1.94,Flooding-101002214156,3160914.25053,13938453.166899998,30.02222637,-95.23142088,Voice In
12028157-101002214169,"1706 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964330000014,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:42:38,2016-06-10 14:42:38,2016-06-08 15:59:45,-1.95,Flooding-101002214169,3161037.28178,13938509.92335,30.02237146,-95.23102653,Voice In
12028158-101002214174,"1726 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964330000019,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:43:56,2016-06-10 14:43:56,2016-06-08 16:04:44,-1.94,Flooding-101002214174,3161337.63485,13938273.43333,30.02169488,-95.23010202,Voice In
12028161-101002214182,"1730 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964330000020,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:45:23,2016-06-10 14:45:23,2016-06-08 16:04:44,-1.94,Flooding-101002214182,3161369.1781,13938213.65425,30.0215278,-95.23000849,Voice In
12028211-101002214357,"1510 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000003,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 15:54:35,2016-06-10 15:54:34,2016-06-08 16:09:44,-1.99,Flooding-101002214357,3160311.90889,13938287.00253,30.02182304,-95.23334015,Voice In
12028221-101002214398,"1502 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000001,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 16:08:01,2016-06-10 16:08:01,2016-06-08 16:09:44,-2.0,Flooding-101002214398,3160135.24487,13938302.18689,30.02188042,-95.23389655,Voice In
12028223-101002214406,"1514 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000004,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 16:10:32,2016-06-10 16:10:32,2016-06-08 15:59:45,-2.01,Flooding-101002214406,3160376.89629,13938267.80736,30.02176453,-95.23313685,Voice In
12028225-101002214415,"1503 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940290000007,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 16:12:19,2016-06-10 16:12:18,2016-06-08 16:14:43,-2.0,Flooding-101002214415,3160234.18824,13938575.43535,30.02262264,-95.23355626,Voice In
12028227-101002214426,"1606 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000008,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 16:14:22,2016-06-10 16:14:22,2016-06-08 16:14:43,-2.0,Flooding-101002214426,3160652.54206,13938256.104300002,30.02170796,-95.23226748,Voice In
12028233-101002214438,"1610 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000009,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 16:16:19,2016-06-10 16:16:17,2016-06-08 16:14:43,-2.0,Flooding-101002214438,3160713.48486,13938309.8952,30.02185039,-95.23206953,Voice In
12028381-101002214991,"6011 BEAUDRY, HOUSTON TX 77035",HARRIS,K,WESTBURY,0935700000014,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,570D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 08:09:02,2016-06-11 08:09:02,2016-06-10 15:44:45,-0.68,Flooding-101002214991,3081168.93266,13801891.14967,29.65368739,-95.49622266,Voice In
12028514-101002215505,"1819 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861470000002,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:32:26,2016-06-11 11:32:26,2016-06-10 07:04:44,-1.19,Flooding-101002215505,3162470.9026,13940387.72176,30.02740519,-95.22630733,Voice In
12028516-101002215514,"1900 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861460000002,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:34:42,2016-06-11 11:34:42,2016-06-10 07:09:45,-1.18,Flooding-101002215514,3162278.51814,13940448.33515,30.02758884,-95.22690879,Voice In
12028517-101002215520,"1903 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861470000004,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:36:51,2016-06-11 11:36:51,2016-06-10 07:19:44,-1.18,Flooding-101002215520,3162475.92392,13940267.6636,30.02707479,-95.22630371,Voice In
12028519-101002215537,"1902 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861460000006,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:40:28,2016-06-11 11:40:28,2016-06-10 07:24:44,-1.18,Flooding-101002215537,3162285.50041,13940193.51151,30.02688788,-95.22691271,Voice In
12028522-101002215544,"1911 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861470000007,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:41:57,2016-06-11 11:41:56,2016-06-10 07:29:45,-1.18,Flooding-101002215544,3162482.1926,13940117.06941,30.02666035,-95.22629927,Voice In
12028524-101002215552,"1910 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861460000008,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:43:52,2016-06-11 11:43:51,2016-06-10 07:39:45,-1.17,Flooding-101002215552,3162289.57127,13940079.83261,30.02657509,-95.22691144,Voice In
12028527-101002215563,"1915 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861470000008,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:48:29,2016-06-11 11:48:29,2016-06-10 07:44:44,-1.17,Flooding-101002215563,3162484.69293,13940057.07051,30.02649523,-95.22629749,Voice In
12028528-101002215572,"20226 BELLEAU WOOD, HOUSTON TX 77338",HARRIS,E,LAKE HOUSTON,0991870000012,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:51:05,2016-06-11 11:51:05,2016-06-09 14:34:43,-1.89,Flooding-101002215572,3163978.17222,13936279.17453,30.0159797,-95.22196608,Voice In
12028533-101002215583,"1914 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861460000011,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:54:51,2016-06-11 11:54:50,2016-06-10 07:49:44,-1.17,Flooding-101002215583,3162297.71594,13939934.68296,30.02617545,-95.22690051,Voice In
12028534-101002215588,"2202 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000014,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 11:56:17,2016-06-11 11:56:17,2016-06-10 06:44:44,-1.22,Flooding-101002215588,3163176.68465,13940008.49811,30.02630033,-95.22411686,Voice In
12028540-101002215598,"2203 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861490000005,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:01:55,2016-06-11 12:01:54,2016-06-10 06:49:45,-1.22,Flooding-101002215598,3163077.45847,13940193.90653,30.0268187,-95.22441134,Voice In
12028541-101002215605,"2222 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000017,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:03:47,2016-06-11 12:03:47,2016-06-10 06:49:45,-1.22,Flooding-101002215605,3163344.8523,13940029.051539997,30.02634189,-95.22358362,Voice In
12028542-101002215610,"2302 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000019,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:05:28,2016-06-11 12:05:28,2016-06-10 06:49:45,-1.22,Flooding-101002215610,3163412.20846,13940029.67851,30.02633763,-95.22337082,Voice In
12028544-101002215614,"2306 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000020,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:06:54,2016-06-11 12:06:54,2016-06-10 06:49:45,-1.22,Flooding-101002215614,3163472.20408,13940034.52397,30.02634562,-95.22318083,Voice In
12028551-101002215631,"2310 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000021,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:14:11,2016-06-11 12:14:11,2016-06-10 06:49:45,-1.23,Flooding-101002215631,3163521.20299,13940036.25231,30.02634602,-95.2230259,Voice In
12028553-101002215640,"2315 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861500000007,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:16:01,2016-06-11 12:16:01,2016-06-10 06:49:45,-1.23,Flooding-101002215640,3163531.64359,13940244.04193,30.02691617,-95.22297172,Voice In
12028555-101002215647,"2318 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000025,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:17:23,2016-06-11 12:17:23,2016-06-09 14:54:45,-1.89,Flooding-101002215647,3163653.22077,13940048.79199,30.02636876,-95.22260766,Voice In
12028559-101002215656,"2314 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000025,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:18:53,2016-06-11 12:18:53,2016-06-10 06:39:44,-1.24,Flooding-101002215656,3163571.92632,13940039.1798,30.02634956,-95.2228654,Voice In
12028561-101002215661,"2414 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890570000002,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:20:16,2016-06-11 12:20:16,2016-06-09 14:54:45,-1.89,Flooding-101002215661,3163923.73172,13940226.734220002,30.02683378,-95.22173511,Voice In
12028564-101002215668,"2410 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890570000001,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:21:33,2016-06-11 12:21:33,2016-06-09 14:54:45,-1.89,Flooding-101002215668,3163872.85091,13940203.966220003,30.02677573,-95.22189814,Voice In
12028565-101002215673,"2434 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890570000007,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:23:05,2016-06-11 12:23:04,2016-06-09 14:59:44,-1.89,Flooding-101002215673,3164206.21376,13940232.681379998,30.02682503,-95.22084231,Voice In
12028566-101002215677,"2403 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890560000003,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:24:21,2016-06-11 12:24:21,2016-06-09 14:59:44,-1.89,Flooding-101002215677,3163714.20031,13940321.582780002,30.02711307,-95.22238722,Voice In
12028573-101002215703,"2422 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890570000004,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:36:00,2016-06-11 12:36:00,2016-06-09 14:59:44,-1.9,Flooding-101002215703,3164039.45622,13940232.874300003,30.02684038,-95.22136898,Voice In
12028575-101002215712,"2418 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890570000003,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:39:32,2016-06-11 12:39:32,2016-06-09 14:59:44,-1.9,Flooding-101002215712,3163972.04658,13940227.802460002,30.02683243,-95.22158241,Voice In
12028579-101002215718,"2407 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890560000004,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:41:25,2016-06-11 12:41:24,2016-06-09 14:59:44,-1.9,Flooding-101002215718,3163787.87175,13940345.78385,30.02717304,-95.22215206,Voice In
12028578-101002215719,"3619 FLORINDA, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0770900060032,SE,SW,TUESDAY,3rd Tuesday,TUESDAY-A,533L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:41:36,2016-06-11 12:41:36,2016-06-10 15:14:44,-0.89,Flooding,,,29.69741373,-95.36523048,Unknown
12028583-101002215735,"2014 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000004,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 12:48:02,2016-06-11 12:48:02,2016-06-10 09:29:45,-1.14,Flooding-101002215735,3162633.711,13939783.78792,30.02573093,-95.22585469,Voice In
12028591-101002215778,"2010 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0451270000004,,,,,,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:04:40,2016-06-11 13:04:39,2016-06-10 06:49:45,-1.26,Flooding-101002215778,3162562.87683,13939255.2004,30.02428448,-95.22613231,Voice In
12028594-101002215784,"2002 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000001,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:06:23,2016-06-11 13:06:22,2016-06-10 06:54:44,-1.26,Flooding-101002215784,3162451.89641,13939781.30499,30.02574024,-95.22642919,Voice In
12028595-101002215790,"2015 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861470000012,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:08:03,2016-06-11 13:08:03,2016-06-10 09:34:44,-1.15,Flooding-101002215790,3162650.78413,13939969.053299997,30.02623859,-95.22578188,Voice In
12028600-101002215803,"2510 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890570000010,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:10:55,2016-06-11 13:10:55,2016-06-09 14:59:44,-1.92,Flooding-101002215803,3164393.43484,13940232.60724,30.0268082,-95.220251,Voice In
12028620-101002215809,"2522 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890570000013,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:12:18,2016-06-11 13:12:18,2016-06-10 09:44:44,-1.14,Flooding-101002215809,3164574.10706,13940232.53473,30.02679194,-95.21968037,Voice In
12028653-101002215828,"2524 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0890560000017,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:21:12,2016-06-11 13:21:12,2016-06-10 10:59:45,-1.1,Flooding-101002215828,3164590.67395,13940434.72855,30.02734617,-95.2196074,Voice In
12028610-101002215836,"2102 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000027,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:22:58,2016-06-11 13:22:58,2016-06-10 06:54:44,-1.27,Flooding-101002215836,3162594.87709,13939675.4886,30.02543673,-95.22598839,Voice In
12028630-101002215883,"2104 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000007,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:40:49,2016-06-11 13:40:48,2016-06-10 09:54:45,-1.16,Flooding-101002215883,3162861.15641,13939768.6144,30.02566905,-95.22513788,Voice In
12028634-101002215892,"2106 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000008,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:43:56,2016-06-11 13:43:56,2016-06-10 09:59:45,-1.16,Flooding-101002215892,3162900.90863,13939815.02211,30.02579307,-95.2250076,Voice In
12028636-101002215901,"2118 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000011,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:46:15,2016-06-11 13:46:15,2016-06-10 10:14:45,-1.15,Flooding-101002215901,3163023.16101,13939928.58783,30.02609433,-95.22460989,Voice In
12028637-101002215909,"2122 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000013,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:47:33,2016-06-11 13:47:33,2016-06-10 10:24:45,-1.14,Flooding-101002215909,3163090.32557,13939977.87809,30.02622384,-95.22439274,Voice In
12028639-101002215913,"2114 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000010,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:49:25,2016-06-11 13:49:00,2016-06-09 15:04:43,-1.95,Flooding-101002215913,3162983.65453,13939888.124659998,30.02598663,-95.2247388,Voice In
12028642-101002215923,"2110 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861510000009,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:51:08,2016-06-11 13:51:08,2016-06-10 10:44:45,-1.13,Flooding-101002215923,3162942.62541,13939848.54468,30.02588149,-95.22487242,Voice In
12028644-101002215930,"2115 NORTHSHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861480000011,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 13:53:11,2016-06-11 13:53:11,2016-06-10 10:49:45,-1.13,Flooding-101002215930,3162925.53522,13940117.125180002,30.02662116,-95.22489901,Voice In
12028659-101002215959,"21710 SWEET BAY, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861480000008,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 14:05:08,2016-06-11 14:05:07,2016-06-10 10:54:45,-1.13,Flooding-101002215959,3162782.64968,13940009.17363,30.02633715,-95.22536131,Voice In
12028661-101002215967,"21714 SWEET BAY, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0861480000007,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-08 14:07:26,2016-06-11 14:07:26,2016-06-10 11:14:45,-1.12,Flooding-101002215967,3162794.31403,13940131.559539998,30.02667248,-95.22531198,Voice In
