,CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
279021,12288333-101003183088,"3907 INVERNESS, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0601620900014,,,,,,492N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 13:14:41,2018-09-14 13:14:41,2018-10-02 16:39:34,18.14,Pothole,,,29.75139856,-95.44160326,WEB
279073,12288353-101003183143,"4308A FLOYD, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1322780010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 13:45:25,2018-09-14 13:45:25,2018-09-13 10:44:36,-1.13,Pothole-101003183143,3109210.60361,13844524.241900003,29.76853582,-95.40384796,Voice In
279192,12288391-101003183277,Intersection 6100 ALLISON RD&6100 PERTH AVE,Harris County,D,MINNETEX,,SE,SE,FRIDAY,4th Monday,FRIDAY-B,574U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 14:49:10,2018-09-14 14:49:10,2018-09-13 09:44:36,-1.21,Pothole,,,29.61646471,-95.31382755,WEB
279202,12288393-101003183287,Intersection 13400 MCDOYLE RD&6200 WENLOCK DR,Harris County,D,MINNETEX,,SE,SE,FRIDAY,4th Monday,FRIDAY-B,574U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 14:57:50,2018-09-14 14:57:50,2018-10-05 07:29:20,20.69,Pothole,,,29.61468498,-95.30980691,WEB
279237,12288405-101003183331,Intersection 6300 FUQUA ST&13500 MCDOYLE RD,,D,MINNETEX,,SE,SE,FRIDAY,4th Monday,,574U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 15:12:52,2018-09-14 15:12:52,2018-10-05 07:29:20,20.68,Pothole,,,,,WEB
279414,12288467-101003183547,Intersection 11700 BLACKHAWK BLVD&9900 SAGEMARK DR,Harris County,,,,,,,,,616F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 16:51:30,2018-09-14 16:51:30,2018-09-13 13:54:36,-1.12,Pothole,,,29.57491687,-95.22767637,WEB
279420,12288468-101003183553,Intersection 10000 BLACKHAWK BLVD&8800 KIRKMONT DR,Harris County,,,,,,,,,575Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 16:54:26,2018-09-14 16:54:26,2018-09-13 11:44:36,-1.22,Pothole,,,29.59934077,-95.24705254,WEB
279439,12288475-101003183578,Intersection 13400 ALMEDA RD&2 ALMEDA GENOA RD&2900 W FUQUA ST,,K,CENTRAL SOUTHWEST,,,,,,,572U,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 17:11:37,2018-09-17 08:00:00,2018-09-13 10:14:35,-3.91,Pothole-101003183578,3105941.76369,13788068.5592,,,Voice In
279476,12288485-101003183621,Intersection 200 DETERING ST&5400 LACY ST&5340 PASEO CACERES DR,,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,NW,NE,MONDAY,1st Wednesday,Monday-a,492L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 17:50:21,2018-09-17 08:00:00,2018-09-13 10:34:36,-3.89,Pothole-101003183621,3105315.77183,13842905.45511,,,Voice In
279507,12288499-101003183653,Intersection 11726 BLACKHAWK BLVD&9900 SAGEDALE DR,Harris County,,,,,,,,,616F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 18:32:42,2018-09-17 08:00:00,2018-09-13 14:29:36,-3.73,Pothole,,,29.57443038,-95.22696677,WEB
279575,12288469-101003183723,Intersection 14000 BEAMER RD&2400 DIXIE FARM RD,Harris County,,,,,,,,,616M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 20:42:51,2018-09-17 08:00:00,2018-09-12 20:47:58,-4.47,Pothole,,,29.5731278,-95.19914007,WEB
279602,12288535-101003183751,"3311 YUPON, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,1255950000007,NW,,MONDAY,1st Wednesday,,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 22:25:10,2018-09-17 08:00:00,2018-09-13 13:29:36,-3.77,Pothole,,,29.7429996,-95.3952816,WEB
279637,12288548-101003183786,"4407 FARRELL, HOUSTON TX 77338",HARRIS,B,IAH / AIRPORT AREA,0451640000018,,,,,,333R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:39:36,2018-09-14 10:39:36,2018-09-13 09:54:36,-1.03,Pothole - 307705,-95.35957,30.01054,30.01121083,-95.35943052,WAP
279638,12288549-101003183787,"3891 FARRELL, HOUSTON TX 77338",HARRIS,B,IAH / AIRPORT AREA,0480790000010,,,,,,333U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:39:38,2018-09-14 10:39:38,2018-09-13 10:04:36,-1.02,Pothole - 307706,-95.36533,30.00414,30.00498974,-95.36632489,WAP
279639,12288549-101003183788,"3891 FARRELL, HOUSTON TX 77338",HARRIS,B,IAH / AIRPORT AREA,0480790000010,,,,,,333U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:39:39,2018-09-14 10:39:39,2018-09-13 01:40:03,-1.37,Pothole - 307707,-95.36504,30.00444,30.00498974,-95.36632489,WAP
279642,12288550-101003183791,"5533 PETTY, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0102180000304,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:39:44,2018-09-14 10:39:44,2018-09-13 09:44:36,-1.04,Pothole - 307710,-95.42163,29.78052,29.78031241,-95.42156476,WAP
279644,12288551-101003183793,"2023 CLAREMONT, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0601590570003,,,,,,492P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:39:48,2018-09-14 10:39:47,2018-10-02 13:09:35,18.1,Pothole - 307712,-95.42999,29.7469,29.7469349,-95.42971364,WAP
279651,12288554-101003183800,"1403 HICKORY, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,1364680010006,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:39:59,2018-09-14 10:39:59,2018-09-13 11:44:36,-0.96,Pothole - 307727,-95.37119,29.77079,29.77092393,-95.37133297,WAP
279679,12288563-101003183829,"4698 BEECHNUT, HOUSTON TX 77025",HARRIS,C,MEYERLAND AREA,0440360000022,,,,,,531R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:40,2018-09-14 10:40:40,2018-10-05 16:19:27,21.24,Pothole - 307788,-95.45856,29.68939,29.68940748,-95.45837415,WAP
279686,12286480-101003183835,"1484 LOCKWOOD, HOUSTON TX 77020",HARRIS,B,GREATER FIFTH WARD,1366290010001,NE,NE,FRIDAY,1st Tuesday,FRIDAY-B,494G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:48,2018-09-14 10:40:48,2018-09-13 01:42:19,-1.37,Pothole - 307800,-95.31524,29.77575,29.77552862,-95.3150782,WAP
279690,12288568-101003183840,"3208 S SHEPHERD, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0630750020024,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492U,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:53,2018-09-14 10:40:53,2018-09-25 05:59:28,10.8,Pothole - 307809,-95.41093,29.73715,29.73706155,-95.4109199,WAP
279691,12288567-101003183839,"3200 S SHEPHERD, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0630750020001,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492U,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:53,2018-09-14 10:40:53,2018-09-13 14:04:36,-0.86,Pothole - 307808,-95.41101,29.73742,29.7374049,-95.41093261,WAP
279692,12288570-101003183841,"3414 S SHEPHERD, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0630760040025,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:55,2018-09-14 10:40:55,2018-09-14 10:59:48,0.01,Pothole - 307811,-95.41087,29.73537,29.73535728,-95.41082468,WAP
279693,12288569-101003183842,"3514 S SHEPHERD, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0630760050022,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:55,2018-09-14 10:40:55,2018-09-13 14:54:35,-0.82,Pothole - 307812,-95.41101,29.73463,29.7345992,-95.41096219,WAP
279694,12288571-101003183843,"2138 RICHMOND, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0630760050016,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:57,2018-09-14 10:40:57,2018-09-13 11:14:35,-0.98,Pothole - 307813,-95.41222,29.73446,29.73450184,-95.41221294,WAP
279695,12288572-101003183844,"5313 YALE, HOUSTON TX 77091",HARRIS,H,INDEPENDENCE HEIGHTS,0582930000032,NW,NE,TUESDAY,3rd Friday,TUESDAY-B,452H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:57,2018-09-14 10:40:57,2018-09-13 11:14:36,-0.98,Pothole - 307815,-95.40341,29.84401,29.84403393,-95.40339631,WAP
279696,12288572-101003183845,"5313 YALE, HOUSTON TX 77091",HARRIS,H,INDEPENDENCE HEIGHTS,0582930000032,NW,NE,TUESDAY,3rd Friday,TUESDAY-B,452H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:40:59,2018-09-14 10:40:59,2018-09-13 01:42:48,-1.37,Pothole - 307816,-95.40341,29.84401,29.84403393,-95.40339631,WAP
279708,12288575-101003183857,"6203 GROVEWOOD, HOUSTON TX 77008",HARRIS,C,LAZYBROOK / TIMBERGROVE,0812420000019,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:41:15,2018-09-14 10:41:14,2018-09-13 08:49:36,-1.08,Pothole - 307837,-95.42334,29.79369,29.79342671,-95.42339486,WAP
279718,12288579-101003183868,"5400 KATY, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1223670000001,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:41:27,2018-09-14 10:41:27,2018-09-13 09:34:35,-1.05,Pothole - 307860,-95.41821,29.77759,29.77816751,-95.41848336,WAP
279720,12288580-101003183870,"4414 MAIN, HOUSTON TX 77002",,C,MIDTOWN,,,,,,,493X,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:41:29,2018-09-14 10:41:29,2018-09-13 12:39:36,-0.92,Pothole - 307864,-95.38318,29.73417,29.73410227,-95.38321782,WAP
279726,12288581-101003183875,"1419 CLEVELAND, HOUSTON TX 77019",HARRIS,C,FOURTH WARD,1250170040001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:41:37,2018-09-14 10:41:37,2018-09-13 14:29:36,-0.84,Pothole - 307876,-95.38228,29.75418,29.75433609,-95.38211052,WAP
279731,12288583-101003183880,"1417 SAULNIER, HOUSTON TX 77019",HARRIS,C,FOURTH WARD,1306930010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:41:43,2018-09-14 10:41:43,2018-09-13 13:19:35,-0.89,Pothole - 307882,-95.38223,29.75691,29.75691318,-95.38212864,WAP
279732,12288585-101003183882,"9242 TALTON, HOUSTON TX 77078",HARRIS,B,EAST HOUSTON,0791530120011,NE,NE,THURSDAY,2nd Monday,THURSDAY-A,455H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:41:44,2018-09-14 10:41:44,2018-09-13 08:44:36,-1.08,Pothole - 307887,-95.25266,29.84379,29.8437333,-95.2526961,WAP
279740,12288399-101003183889,"1203 ANTOINE, HOUSTON TX 77055",HARRIS,A,SPRING BRANCH EAST,0780610000013,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,451X,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 01:41:53,2018-09-14 10:41:52,2018-09-13 01:44:29,-1.37,Pothole - 307914,-95.47562,29.79068,29.79073293,-95.47598037,WAP
279794,12288602-101003183944,"9325 DEER TRAIL, HOUSTON TX 77088",HARRIS,B,HIDDEN VALLEY,0430970000007,NW,NW,TUESDAY,3rd Friday,TUESDAY-B,412L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 07:15:51,2018-09-14 16:15:51,2018-09-14 13:19:32,-0.12,Pothole-101003183944,3101476.82643,13891126.32028,29.89728093,-95.42372271,Voice In
280103,101003184270,Intersection 12600 W BELLFORT AVE&11000 DARGAIL ST,Fort Bend County,F,ALIEF,,,,,,,528Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 10:09:39,2018-09-17 10:09:27,2018-09-13 10:12:19,-4.0,Pothole-101003184270,3047294.29043,13803513.868540002,29.66089622,-95.60268405,Voice In
280110,12288702-101003184280,Intersection 12600 W BELLFORT AVE&11000 DARGAIL ST,Fort Bend County,F,ALIEF,,,,,,,528Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 10:14:51,2018-09-17 10:14:51,2018-09-14 11:39:32,-2.94,Pothole-101003184280,3047294.29043,13803513.868540002,29.66089622,-95.60268405,Voice In
280164,12288723-101003184336,"1210 HAMBLEN, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,1059741770002,,,,,,336J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 10:43:22,2018-09-17 10:43:22,2018-09-14 10:59:50,-2.99,Pothole-101003184336,3158212.99576,13940522.12175,30.02815163,-95.23974203,Voice In
280182,12288731-101003184354,Intersection 14800 MEMORIAL DR&646 NOTTINGHAM OAKS TRL,,G,MEMORIAL,,,,,,,488G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 10:52:14,2018-09-17 10:52:14,2018-09-14 10:59:51,-2.99,Pothole-101003184354,3042875.57224,13843753.250979997,,,Voice In
280744,12288884-101003184993,Intersection 700 W 28TH ST&2800 N SHEPHERD DR,Harris County,C,GREATER HEIGHTS,,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 16:17:48,2018-09-17 16:17:48,2018-09-17 13:19:34,-0.12,Pothole-101003184993,3106677.70382,13860230.05661,29.81192013,-95.41030876,Voice In
280828,12288906-101003185098,"6400 RICHMOND, HOUSTON TX 77057",HARRIS,J,MID WEST,0460980000071,,,,,,490Z,Harris County PID#2,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 17:02:33,2018-09-18 08:00:00,2018-10-02 14:59:35,14.29,Pothole-101003185098,3079586.34626,13830449.663420003,29.73232004,-95.49851153,Voice In
280925,12288936-101003185211,Intersection 1700 CAMPBELL RD&9134 LONG POINT RD,Harris County,A,SPRING BRANCH CENTRAL,,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,450U,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 18:52:38,2018-09-18 08:00:00,2018-09-14 11:59:32,-3.83,Pothole-101003185211,3073187.94239,13854755.57511,29.79965694,-95.51638263,Voice In
280997,101003185287,"611 WALKER, HOUSTON TX 77002",HARRIS,I,DOWNTOWN,0010890000001,,,,,,493L,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-13 23:48:17,2018-09-18 08:00:00,2018-09-14 09:02:10,-3.96,Pothole,,,29.75989828,-95.36705705,Voice In
281012,12289148-101003185302,"3520 W ALABAMA, HOUSTON TX 77027",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0510640000017,NW,SW,MONDAY,4th Wednesday,MONDAY-A,492T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:27:43,2018-09-17 10:27:43,2018-09-17 11:39:34,0.05,Pothole - 307948,-95.4343,29.73834,29.7385805,-95.43407735,WAP
281018,12289128-101003185308,"4500 GULFCREST, HOUSTON TX 77023",HARRIS,I,GULFGATE RIVERVIEW / PINE VALLEY,0410070100085,,,,,,494W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:27:53,2018-09-17 10:27:53,2018-09-17 12:59:35,0.11,Pothole - 307960,-95.33759,29.72677,29.72644518,-95.33689529,WAP
281065,12289150-101003185355,"6602 MAPLERIDGE, HOUSTON TX 77081",HARRIS,J,GULFTON,0370550160075,,,,,,531F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:28:58,2018-09-17 10:28:58,2018-09-17 10:29:34,0.0,Pothole - 308047,-95.47422,29.7093,29.70887498,-95.47445351,WAP
281071,12289151-101003185361,"5301 CHIMNEY ROCK, HOUSTON TX 77081",,J,GULFTON,,,,,,,491X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:07,2018-09-17 10:29:07,2018-09-17 10:19:34,-0.01,Pothole - 308048,-95.4764,29.72413,29.72454753,-95.4764002,WAP
281074,12289153-101003185364,"8240 MOSLEY, HOUSTON TX 77075",HARRIS,I,GREATER HOBBY AREA,0342030020122,,,,,,575H,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:11,2018-09-17 10:29:11,2018-09-17 11:19:34,0.03,Pothole - 308081,-95.25364,29.64985,29.64993269,-95.25431393,WAP
281075,12289154-101003185365,"2171 RICHMOND, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0441810000095,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:12,2018-09-17 10:29:12,2018-09-17 10:49:34,0.01,Pothole - 308080,-95.41257,29.73395,29.73388969,-95.4125377,WAP
281079,12289156-101003185368,"4834 OMEARA, HOUSTON TX 77035",HARRIS,K,WILLOW MEADOWS / WILLOWBEND AREA,0880100000009,SW,SE,THURSDAY,3rd Wednesday,THURSDAY-A,531U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:17,2018-09-17 10:29:17,2018-10-10 16:09:22,23.24,Pothole - 308089,-95.46066,29.67092,29.6706846,-95.46069769,WAP
281085,12289157-101003185375,"13003 W BELLFORT, UNINCORPORATED TX 77478",,,ALIEF,,,,,,,528Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:25,2018-09-17 10:29:25,2018-09-17 14:19:35,0.16,Pothole - 308103,-95.61122,29.66137,29.66134131,-95.61202509,WAP
281086,12289146-101003185376,"12910 W BELLFORT, HOUSTON TX 77099",FORT BEND,F,ALIEF,1450000002500907,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:26,2018-09-17 10:29:26,2018-09-17 13:59:34,0.15,Pothole - 308104,-95.61006,29.66129,29.66188332,-95.60944088,WAP
281089,12289158-101003185378,"4911 LILLIAN, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1347930010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:29,2018-09-17 10:29:29,2018-09-17 12:49:35,0.1,Pothole - 308116,-95.41145,29.76954,29.76949228,-95.41127196,WAP
281096,12289160-101003185387,"2216 WOODHEAD, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0291710000015,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:38,2018-09-17 10:29:38,2018-09-17 10:09:34,-0.01,Pothole - 308139,-95.40486,29.74575,29.74570936,-95.4049094,WAP
281097,12289159-101003185386,"2107 WOODHEAD, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,1290320010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:38,2018-09-17 10:29:38,2018-09-17 10:19:34,-0.01,Pothole - 308138,-95.40462,29.74671,29.74669695,-95.40448503,WAP
281098,12289161-101003185388,"2118 WOODHEAD, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0520490160012,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:40,2018-09-17 10:29:40,2018-09-17 10:09:34,-0.01,Pothole - 308140,-95.4049,29.7463,29.74628111,-95.40491776,WAP
281099,12289162-101003185389,"2212 WOODHEAD, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0291710000016,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:40,2018-09-17 10:29:40,2018-10-03 17:59:33,16.31,Pothole - 308141,-95.4049,29.74585,29.74586326,-95.40491169,WAP
281102,12289163-101003185392,"10030 SPRING SHADOWS PARK, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH NORTH,1352420010025,,,,,,450N,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:44,2018-09-17 10:29:44,2018-09-17 10:09:34,-0.01,Pothole - 308148,-95.53448,29.80652,29.82061841,-95.53845974,WAP
281104,12289164-101003185395,"1937 INDIANA, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,1290320010006,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:47,2018-09-17 10:29:47,2018-09-17 10:39:33,0.01,Pothole - 308158,-95.40462,29.747,29.74683647,-95.40451386,WAP
281106,12289165-101003185396,"2001 WOODHEAD, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0520510200023,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:49,2018-09-17 10:29:49,2018-09-17 11:09:34,0.03,Pothole - 308159,-95.40468,29.74815,29.74806411,-95.40451826,WAP
281107,12289166-101003185397,"1408 WOODHEAD, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0442250000120,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:29:50,2018-09-17 10:29:49,2018-09-17 09:49:33,-0.03,Pothole - 308160,-95.40477,29.75305,29.75292548,-95.40487169,WAP
281121,12289167-101003185410,"890 SMITH, HOUSTON TX 77002",HARRIS,I,DOWNTOWN,0010880000019,,,,,,493L,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-14 01:30:06,2018-09-17 10:30:06,2018-09-17 08:49:34,-0.07,Pothole - 308190,-95.36768,29.75991,29.76013609,-95.36780376,WAP
